brandstof_omschrijving,brandstof_volgnummer,brandstofverbruik_buiten,brandstofverbruik_gecombineerd,brandstofverbruik_stad,co2_uitstoot_gecombineerd,emissiecode_omschrijving,geluidsniveau_stationair,kenteken,milieuklasse_eg_goedkeuring_licht,nettomaximumvermogen,toerental_geluidsniveau,co2_uitstoot_gewogen,geluidsniveau_rijdend,nominaal_continu_maximumvermogen,uitstoot_deeltjes_licht,roetuitstoot
Diesel,1,3.80,4.20,4.90,110,Euro 6,79,6XBN12,715/2007*630/2012W,110.00,3000,NA,NA,NA,0.00013,0.51
Benzine,1,4.70,5.50,6.90,131,Euro 4,80,11GLR4,70/220*2003/76B,63.00,4125,NA,70,NA,NA,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,73,01PKT7,715/2007*692/2008F,88.00,3600,NA,NA,NA,NA,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,97GKF9,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,98GGP3,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Benzine,1,5.00,6.00,7.60,143,Euro 4,81,14SHXF,70/220*2003/76B,44.00,4125,NA,71,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,25XLN7,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,3.90,4.90,6.60,114,Euro 6,72,NB552V,715/2007*2015/45W,74.00,3700,NA,72,NA,0.00095,NA
Benzine,1,4.70,5.40,6.60,125,Euro 6,73,JR101L,715/2007*2015/45W,92.00,3750,NA,70,NA,0.00129,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,82SXB7,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,5ZRH07,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 6,76,5ZRH07,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Benzine,1,4.20,4.80,5.60,109,Euro 6,75,SL733L,715/2007*2016/646W,81.00,3750,NA,68,NA,0.00150,NA
Benzine,1,4.20,4.80,5.60,109,Euro 6,75,SG483D,715/2007*2016/646W,81.00,3750,NA,68,NA,0.00150,NA
Benzine,1,4.80,5.70,7.30,134,Euro 5,84,9SFF77,NA,74.00,3750,NA,73,NA,NA,NA
Benzine,1,4.90,6.10,8.20,145,Euro 3,82,03RHJV,70/220*2001/100A,54.00,4050,NA,72,NA,NA,NA
Benzine,1,5.30,6.30,7.90,149,Euro 6,78,JJ052S,715/2007*136/2014W,82.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,5.80,7.40,136,Euro 5,77,4SNR98,715/2007*459/2012J,88.00,3675,NA,NA,NA,NA,NA
Diesel,1,3.50,3.90,4.70,104,Euro 5,77,GD132V,715/2007*459/2012J,88.00,3000,NA,NA,NA,0.00036,0.50
Benzine,1,5.90,7.30,9.80,172,Euro 5,71,79PDD8,715/2007*692/2008F,132.00,3750,NA,NA,NA,0.00174,NA
Diesel,1,5.30,6.80,9.30,179,Euro 5,78,20KVN9,715/2007*692/2008A,96.00,3000,NA,NA,NA,0.00063,0.50
Benzine,1,6.50,7.20,8.50,168,Euro 6,74,GS273D,715/2007*136/2014W,165.00,3750,NA,NA,NA,0.00097,NA
Diesel,1,3.50,3.90,4.70,101,Euro 6,73,NK443K,715/2007*2016/646W,110.00,2375,NA,69,NA,0.00005,0.50
Benzine,1,5.00,6.10,8.00,143,Euro 5,73,63SNV7,715/2007*692/2008F,88.00,3600,NA,NA,NA,NA,NA
Benzine,1,4.60,5.70,7.50,133,NA,80,48HZX5,NA,60.00,4350,NA,NA,NA,NA,NA
Benzine,1,6.20,7.80,10.50,181,Euro 5,71,40RXR2,715/2007*692/2008A,125.00,3750,NA,NA,NA,0.00093,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,20LBG5,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,84,22TZJ3,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,5.10,6.50,119,Euro 5,84,17RFB5,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.90,6.10,113,Euro 6,73,GS271P,715/2007*136/2014W,92.00,3750,NA,70,NA,0.00017,NA
Benzine,1,3.90,4.30,5.00,98,Euro 6,75,NZ474Z,715/2007*195/2013W,60.00,3750,NA,70,NA,NA,NA
Benzine,1,4.90,6.00,8.00,139,Euro 5,83,28SFT1,715/2007*692/2008A,54.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,00SFD2,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,5.00,5.90,7.50,138,Euro 6,76,RG944J,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,5.40,6.70,8.90,161,Euro 4,83,82GBV9,70/220*2003/76B,77.00,4500,NA,69,NA,NA,NA
Benzine,1,4.30,5.10,6.50,120,Euro 5,84,5SRF83,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,4KHV63,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,4.70,6.20,8.80,143,Euro 5,77,00SHV8,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.00,6.00,7.70,140,Euro 5,71,61XPN5,715/2007*566/2011F,155.00,3750,NA,NA,NA,0.00113,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,95XBVD,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,5.40,6.00,7.00,139,Euro 6,72,5TGS12,715/2007*630/2012W,125.00,3750,NA,NA,NA,0.00019,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,59STT6,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Diesel,1,NA,NA,NA,208,NA,87,63TRK3,NA,85.00,2625,NA,NA,NA,0.02700,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,23LJH4,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,66ZLKD,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,6.00,7.40,9.90,177,Euro 4,87,52GPP2,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,NV806K,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,5.30,6.40,8.00,149,Euro 5,80,52TJX7,715/2007*692/2008A,110.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.40,7.10,124,Euro 5,83,89XFS2,715/2007*566/2011F,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,6ZKR28,715/2007*195/2013J,48.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,4.90,5.80,7.30,134,Euro 5,82,22SLN3,715/2007*692/2008F,92.00,3750,NA,NA,NA,0.00144,NA
Benzine,1,4.30,5.00,6.20,116,Euro 5,78,9XZV89,715/2007*136/2014J,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,1KLG63,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
Benzine,1,6.90,9.20,13.00,218,Euro 4,83,20JJS2,70/220*2003/76B,194.00,3975,NA,74,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,KK023P,715/2007*2015/45W,NA,NA,NA,NA,NA,NA,NA
Diesel,1,NA,NA,NA,50,Euro 6,70,KK023P,715/2007*2015/45W,190.00,2375,50.00000,70,NA,0.00034,0.50
Benzine,1,5.40,6.60,8.60,158,Euro 4,82,23RDGG,70/220*2002/80B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,5.30,6.20,7.70,141,Euro 6,73,RN514B,715/2007*2016/646W,121.00,3750,NA,67,NA,0.00210,NA
Benzine,1,4.30,5.10,6.30,117,Euro 6,77,JZ311G,715/2007*136/2014W,110.00,3750,NA,70,NA,0.00200,NA
Benzine,1,3.90,4.10,4.50,95,Euro 5,74,9STF70,715/2007*630/2012J,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,37HSP1,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,84,83SPK3,715/2007*566/2011A,74.00,3750,NA,72,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 5,76,GN832B,715/2007*136/2014J,51.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.40,104,Euro 6,74,KK743T,715/2007*136/2014W,66.00,3750,NA,70,NA,0.00200,NA
Benzine,1,4.30,4.80,5.60,109,Euro 5,77,40SRT9,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.50,5.80,7.80,132,Euro 5,82,67XNX9,715/2007*566/2011F,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,73,HD008N,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,5.90,7.70,139,Euro 5,77,4SBZ69,715/2007*459/2012J,103.00,3675,NA,NA,NA,NA,NA
Benzine,1,4.20,4.70,5.60,109,Euro 5,77,39TLS5,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.90,5.60,6.90,132,Euro 5,74,9KLN69,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.30,8.00,11.10,190,Euro 4,78,11ZFST,70/220*2003/76B,103.00,4500,NA,71,NA,NA,NA
Benzine,1,3.90,4.50,5.60,104,Euro 6,74,JP178T,715/2007*136/2014W,103.00,3750,NA,72,NA,0.00180,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,74,KL684T,715/2007*2015/45W,92.00,3750,NA,69,NA,0.00135,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,73RKVJ,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,4.20,4.80,5.90,111,Euro 6,79,5ZPN83,715/2007*136/2014W,110.00,3750,NA,NA,NA,0.00021,NA
Diesel,1,4.40,4.90,5.80,129,Euro 5,71,72RFX3,715/2007*692/2008A,70.00,2700,NA,NA,NA,0.00082,0.56
Benzine,1,4.20,4.70,5.60,109,Euro 5,77,72TLZ2,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.90,6.40,115,Euro 6,73,RJ846G,715/2007*136/2014W,92.00,3750,NA,71,NA,0.00007,NA
Benzine,1,5.10,6.30,8.20,147,Euro 5,84,77RFG7,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.20,5.90,7.20,156,Euro 5,71,14XHX1,715/2007*692/2008A,180.00,2375,NA,NA,NA,0.00035,0.50
Benzine,1,6.10,8.00,11.30,190,Euro 4,83,76XVSH,70/220*2003/76B,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.60,6.50,8.00,149,Euro 6,74,NT856N,715/2007*2015/45W,118.00,3750,NA,70,NA,0.00292,NA
Benzine,1,5.80,7.20,9.70,169,Euro 5,77,83XKT2,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.90,6.00,114,Euro 5,74,1KFJ47,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00167,NA
Benzine,1,4.00,4.50,5.30,104,Euro 6,76,JX916T,715/2007*2015/45W,50.00,3750,NA,71,NA,NA,NA
Benzine,1,5.30,6.10,7.60,144,Euro 6,77,JG458Z,715/2007*136/2014W,103.00,3675,NA,71,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,96SJJ6,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,3KRF75,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,GJ433V,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 6,76,GJ433V,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 6,76,9ZSP21,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,9ZSP21,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Benzine,1,5.10,6.30,8.30,147,Euro 5,75,97KTT5,715/2007*692/2008A,85.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.70,8.80,161,Euro 4,83,54XJBZ,70/220*2003/76B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,4.90,6.10,8.20,145,Euro 3,82,08RGSF,70/220*2001/100A,54.00,4050,NA,72,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,82RGN1,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,5.00,6.30,8.40,145,Euro 5,76,11PGV8,715/2007*692/2008A,115.00,3750,NA,NA,NA,0.00068,NA
Benzine,1,5.90,7.40,10.00,174,Euro 4,84,34JNB1,70/220*2003/76B,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.20,6.50,8.70,155,Euro 4,81,41HTZ8,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,NB889J,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,92XGJ2,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Diesel,1,4.80,5.80,7.50,154,NA,76,00KGV7,NA,103.00,3000,NA,NA,NA,0.00080,0.50
Benzine,1,7.30,8.50,10.40,197,Euro 5,74,62JTF3,715/2007*692/2008F,155.00,3800,NA,NA,NA,0.00147,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,15ZJNP,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,80,46TPS2,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Diesel,1,3.80,4.40,5.50,115,Euro 5,76,57RZL5,715/2007*692/2008A,103.00,2375,NA,NA,NA,0.00008,0.50
Benzine,1,6.10,7.70,10.40,179,Euro 5,71,12JBZ3,715/2007*692/2008A,125.00,3800,NA,NA,NA,0.00093,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,38RRZ1,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,6.60,8.90,12.90,211,Euro 4,84,77TZKX,70/220*2003/76B,103.00,4500,NA,72,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,07PHL9,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,38SNJ2,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,RK379Z,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Diesel,1,7.50,8.30,9.60,218,NA,76,48JHF8,NA,107.00,2625,NA,69,NA,0.00400,0.51
Benzine,1,4.80,5.70,7.40,134,Euro 5,72,40TVG2,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00022,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,23KXN1,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Diesel,1,3.60,4.00,4.60,104,Euro 6,72,5XBB87,715/2007*630/2012W,88.00,2625,NA,NA,NA,0.00008,0.51
Benzine,1,3.90,4.50,5.50,102,Euro 5,74,5TTS49,715/2007*630/2012J,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.70,5.70,7.40,154,Euro 4,78,92RXTG,70/220*2003/76B,88.00,2625,NA,72,NA,0.00100,0.50
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,92ZDB1,715/2007*566/2011F,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,3.90,4.30,5.10,100,Euro 6,75,GL652D,715/2007*195/2013W,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,2.90,3.10,3.50,82,Euro 6,75,GD025S,715/2007*136/2014W,73.00,2813,NA,NA,NA,0.00008,0.51
Benzine,1,4.90,5.80,7.30,134,Euro 5,82,73LPK2,715/2007*692/2008F,92.00,3750,NA,NA,NA,0.00144,NA
Benzine,1,4.10,4.60,5.60,107,Euro 6,74,SV989D,715/2007*136/2014W,66.00,3750,NA,70,NA,0.00294,NA
Diesel,1,3.10,3.30,3.80,88,Euro 5,80,7KKZ40,715/2007*459/2012J,70.00,3000,NA,NA,NA,0.00023,0.50
Diesel,1,3.40,3.80,4.50,99,Euro 6,69,KG286V,715/2007*136/2014W,81.00,2375,NA,71,NA,0.00011,0.50
Diesel,1,3.80,4.20,5.00,109,Euro 6,68,1XSV90,715/2007*195/2013W,120.00,2375,NA,NA,NA,0.00015,0.50
Benzine,1,4.80,5.80,7.60,134,Euro 5,77,32PHG7,715/2007*692/2008A,70.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,6.00,8.20,139,Euro 5,75,2SKK13,715/2007*630/2012J,115.00,3750,NA,NA,NA,0.00035,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,HH537H,715/2007*2015/45W,48.00,3750,NA,NA,NA,0.00120,NA
Benzine,1,5.40,6.20,7.70,145,Euro 6,72,5ZGT11,715/2007*195/2013W,110.00,3750,NA,NA,NA,0.00040,NA
Benzine,1,5.40,6.70,8.90,159,Euro 4,83,44KXD9,70/220*2003/76B,77.00,4500,NA,71,NA,NA,NA
Diesel,1,3.20,3.40,3.90,91,Euro 6,77,PP876N,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Diesel,1,4.80,5.80,7.50,157,Euro 4,76,77GBN7,70/220*2006/96B,88.00,2625,NA,74,NA,0.00100,0.50
Benzine,1,5.60,7.00,9.50,167,NA,83,36LNS1,NA,92.00,4500,NA,NA,NA,NA,NA
Diesel,1,3.80,4.20,4.70,109,Euro 6,71,GD675R,715/2007*136/2014W,110.30,2625,NA,NA,NA,0.00051,0.50
Benzine,1,4.90,5.90,7.50,135,Euro 5,75,43XXD9,715/2007*566/2011A,86.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.60,5.30,6.60,123,Euro 5,73,NJ280F,715/2007*630/2012J,90.00,3750,NA,72,NA,NA,NA
Benzine,1,3.90,4.60,5.70,105,Euro 6,73,GT794T,715/2007*136/2014W,74.00,3750,NA,NA,NA,0.00141,NA
Diesel,1,6.50,7.20,8.30,189,Euro 5,81,10SVP9,715/2007*692/2008B,74.00,2625,NA,NA,NA,0.00218,0.53
Benzine,1,4.60,5.50,7.00,129,Euro 5,78,82NLG4,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.80,4.20,4.80,109,Euro 5,71,7TBB00,715/2007*195/2013J,85.00,2700,NA,NA,NA,0.00074,0.53
Benzine,1,6.30,7.90,10.60,190,Euro 4,82,57RFKL,70/220*2002/80B,92.00,4200,NA,72,NA,NA,NA
Diesel,1,4.30,5.10,6.60,134,NA,82,75JKH7,715/2007*692/2008A,103.00,2500,NA,74,NA,0.00031,0.50
Diesel,1,4.10,4.50,5.10,117,Euro 6,71,PD112T,715/2007*2015/45W,132.00,2625,NA,70,NA,0.00084,0.50
Benzine,1,4.80,5.80,7.60,134,Euro 5,77,58TXN6,715/2007*692/2008F,70.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,56HSZ7,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Diesel,1,5.60,7.20,10.00,191,NA,77,JX702S,NA,100.00,3000,NA,71,NA,0.00250,0.51
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,49RBPR,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,33LJH6,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,30ZFV9,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,3.90,4.50,5.50,102,Euro 5,74,49ZDT4,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.30,8.40,145,Euro 5,78,5KFH27,715/2007*566/2011F,70.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,99ZPD6,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Diesel,1,2.90,3.10,3.50,82,Euro 6,75,HS686P,715/2007*2015/45W,73.00,2813,NA,70,NA,0.00008,0.51
Diesel,1,3.50,3.80,4.30,99,Euro 6,69,JK561L,715/2007*2015/45W,88.20,2700,NA,68,NA,0.00071,0.50
Benzine,1,6.80,8.20,10.80,195,Euro 4,81,14KDR7,70/220*2003/76B,66.00,4350,NA,NA,NA,NA,NA
Diesel,1,3.80,4.00,4.50,106,Euro 6,71,GN753T,715/2007*136/2014W,88.00,2625,NA,NA,NA,0.00014,0.51
Benzine,1,3.70,4.30,5.40,99,Euro 6,73,HS546T,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,5.80,7.50,136,Euro 5,72,50ZTR9,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00022,NA
Benzine,1,4.20,4.90,6.00,114,Euro 6,73,GP829D,715/2007*136/2014W,92.00,3750,NA,NA,NA,0.00250,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,99SFLH,70/220*2003/76B,59.00,4200,NA,71,NA,NA,NA
Diesel,1,3.10,3.30,3.90,88,Euro 5,69,6SPX72,715/2007*630/2012J,81.00,2375,NA,NA,NA,NA,0.50
Diesel,1,4.10,4.40,4.90,117,Euro 6,76,9ZSX49,715/2007*459/2012T,100.00,3000,NA,70,NA,0.00020,0.50
Benzine,1,6.00,7.90,11.20,189,NA,77,27LJH8,NA,107.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.30,6.50,8.50,154,Euro 4,79,12LTB5,70/220*2003/76B,59.00,4275,NA,71,NA,NA,NA
Benzine,1,4.80,5.90,8.00,139,Euro 5,85,39SPJ6,715/2007*692/2008A,99.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 6,76,HV460P,715/2007*136/2014W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,79,83XGF2,715/2007*566/2011A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.80,5.80,110,Euro 6,73,RH715K,715/2007*2016/646W,92.00,3750,NA,67,NA,0.00218,NA
Diesel,1,3.10,3.30,3.80,87,Euro 5,74,57XJX5,715/2007*566/2011F,70.00,2850,NA,NA,NA,0.00030,0.52
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,JR555S,715/2007*2015/45W,51.00,3750,NA,69,NA,NA,NA
Diesel,1,3.80,4.40,5.50,115,Euro 5,76,40ZGH3,715/2007*566/2011F,103.00,2375,NA,NA,NA,0.00006,0.50
Benzine,1,5.80,7.00,9.00,164,Euro 5,77,6TNS82,715/2007*459/2012J,103.00,3675,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,38XZZ3,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,JF105P,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,76,GH446X,715/2007*136/2014W,48.00,3750,NA,NA,NA,0.00120,NA
Benzine,1,5.40,6.70,9.10,157,Euro 5,79,88PNS7,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.30,6.20,7.80,146,Euro 5,77,9SJL45,715/2007*459/2012J,125.00,3750,NA,NA,NA,0.00313,NA
Benzine,1,5.40,6.70,8.90,159,Euro 4,83,59KXN7,70/220*2003/76B,77.00,4500,NA,69,NA,NA,NA
Benzine,1,4.90,5.90,7.80,142,Euro 4,78,56NTG1,70/220*2003/76B,63.00,4125,NA,68,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,RH586L,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,6.00,7.30,9.50,175,Euro 4,82,94ZHZL,70/220*2003/76B,77.00,4500,NA,73,NA,NA,NA
Benzine,1,7.80,10.30,14.60,244,Euro 4,78,48KKV5,R/83II-05,147.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,22SZV5,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.30,103,Euro 6,72,JZ217X,715/2007*136/2014W,77.00,3750,NA,69,NA,0.00220,NA
Benzine,1,3.90,4.40,5.40,102,Euro 6,73,RF221K,715/2007*136/2014W,77.00,3750,NA,70,NA,0.00240,NA
Diesel,1,4.40,5.10,6.40,134,Euro 5,74,24SKJ1,715/2007*692/2008A,120.00,2813,NA,NA,NA,0.00030,0.51
Benzine,1,4.10,4.90,6.20,115,Euro 6,82,5ZRR73,715/2007*136/2014W,66.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.60,5.40,6.80,127,Euro 6,74,GD146Z,715/2007*630/2012W,88.00,3600,NA,NA,NA,NA,NA
Diesel,1,4.50,5.30,6.50,139,Euro 5,74,JD944X,715/2007*566/2011A,81.00,3000,NA,73,NA,0.00016,0.50
Benzine,1,5.00,6.00,7.60,143,Euro 4,80,64SHGF,70/220*2003/76B,65.00,3938,NA,70,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,80,05PLH3,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,6.00,7.70,10.70,184,Euro 3,83,77PVST,70/220*2001/100A,85.00,4125,NA,74,NA,NA,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,58RGRD,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,5.30,6.40,8.30,154,Euro 4,80,88XJKS,70/220*2003/76B,66.00,4200,NA,72,NA,NA,NA
Benzine,1,4.50,5.30,6.60,124,Euro 5,84,34ZJL4,715/2007*566/2011J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.70,5.90,110,Euro 6,74,6TKX23,715/2007*195/2013W,103.00,3750,NA,NA,NA,0.00013,NA
Benzine,1,5.70,7.10,9.60,164,Euro 5,81,37ZXR2,715/2007*692/2008A,72.00,3750,NA,74,NA,NA,NA
Diesel,1,3.90,4.50,5.50,119,Euro 5,76,6THG97,715/2007*692/2008A,92.00,3000,NA,70,NA,0.00046,0.50
Benzine,1,5.40,6.90,9.30,159,Euro 5,84,20PNL2,715/2007*692/2008A,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,6.00,7.70,10.60,179,Euro 5,78,73PXV6,715/2007*692/2008A,132.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.60,4.10,5.10,94,Euro 6,73,JJ282X,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
LPG,2,6.20,8.00,11.10,190,NA,84,93HFV1,NA,103.00,4500,NA,71,NA,NA,NA
